"","response.option.id","survey.id","question.id","row.id","row.text","choice.id","response.option.text"
"2710","674245551.4431036462.4431036469",308493156,"674245551","4431036462","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036469","NO, the Court did not mention the victim's response."
"2711","674245551.4431036465.4431036469",308493156,"674245551","4431036465","Does he/she possess or have access to firearms?","4431036469","NO, the Court did not mention the victim's response."
"2712","674245551.4431036466.4431036469",308493156,"674245551","4431036466","Has he/she used firearms to threaten or control you or other people?","4431036469","NO, the Court did not mention the victim's response."
"2713","674245551.4431036467.4431036469",308493156,"674245551","4431036467","What is the type, description, and location of any firearms?","4431036469","NO, the Court did not mention the victim's response."
"2714","674245551.4431036459.4431036470",308493156,"674245551","4431036459","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036470","N/A"
"2715","674245551.4431036460.4431036470",308493156,"674245551","4431036460","How frequently does s/he intimidate, threaten, or assault you?","4431036470","N/A"
"2716","674245551.4431036461.4431036470",308493156,"674245551","4431036461","Describe the time you were the most frightened or injured by him/her.","4431036470","N/A"
"2717","674245551.4431036462.4431036470",308493156,"674245551","4431036462","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036470","N/A"
"2718","674245551.4431036465.4431036470",308493156,"674245551","4431036465","Does he/she possess or have access to firearms?","4431036470","N/A"
"2719","674245551.4431036466.4431036470",308493156,"674245551","4431036466","Has he/she used firearms to threaten or control you or other people?","4431036470","N/A"
"2720","674245551.4431036467.4431036470",308493156,"674245551","4431036467","What is the type, description, and location of any firearms?","4431036470","N/A"
"2721","674245551.4431036459.4431036471",308493156,"674245551","4431036459","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036471","I'm not sure."
"2722","674245551.4431036460.4431036471",308493156,"674245551","4431036460","How frequently does s/he intimidate, threaten, or assault you?","4431036471","I'm not sure."
"2723","674245551.4431036461.4431036471",308493156,"674245551","4431036461","Describe the time you were the most frightened or injured by him/her.","4431036471","I'm not sure."
"2724","674245551.4431036462.4431036471",308493156,"674245551","4431036462","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036471","I'm not sure."
"2725","674245551.4431036465.4431036471",308493156,"674245551","4431036465","Does he/she possess or have access to firearms?","4431036471","I'm not sure."
"2726","674245551.4431036466.4431036471",308493156,"674245551","4431036466","Has he/she used firearms to threaten or control you or other people?","4431036471","I'm not sure."
"2727","674245551.4431036467.4431036471",308493156,"674245551","4431036467","What is the type, description, and location of any firearms?","4431036471","I'm not sure."
"2728","674245552.NA.",308493156,"674245552",NA,NA,"",""
"2729","674245553.NA.4431036484",308493156,"674245553",NA,NA,"4431036484","No"
"2730","674245553.NA.4431036485",308493156,"674245553",NA,NA,"4431036485","If YES, please write the Court's stated reason. "
"2731","674245756.NA.",308493156,"674245756",NA,NA,"",""
"2732","674245757.NA.",308493156,"674245757",NA,NA,"",""
"2733","674245758.NA.",308493156,"674245758",NA,NA,"",""
"2734","674245759.NA.",308493156,"674245759",NA,NA,"",""
"2735","674245760.NA.4431038003",308493156,"674245760",NA,NA,"4431038003","Seriousness of the alleged crime, weight of the evidence against the defendant"
"2736","674245760.NA.4431038007",308493156,"674245760",NA,NA,"4431038007","Defendant’s ability to give bail; income; employment"
"2737","674245760.NA.4431038006",308493156,"674245760",NA,NA,"4431038006","Defendant’s pretrial risk score or Pretrial Services report recommendation"
"2738","674245760.NA.4431038004",308493156,"674245760",NA,NA,"4431038004","Defendant’s previous criminal record, or whether the defendant is currently out on bail on a previous felony arrest"
"2739","674245760.NA.4431038005",308493156,"674245760",NA,NA,"4431038005","Defendant’s voluntary participation in a pretrial drug testing program; positive or negative drug test result"
"2740","674245760.NA.4431038008",308493156,"674245760",NA,NA,"4431038008","NO, the Court did not say that any of these factors applied to the defendant’s case."
"2741","674245760.NA.4431038002",308493156,"674245760",NA,NA,"4431038002","I'm not sure."
"2742","674245761.NA.4431038016",308493156,"674245761",NA,NA,"4431038016","I'm not sure. "
"2743","674245761.NA.4431038015",308493156,"674245761",NA,NA,"4431038015","The Court released the defendant on their own recognizance (ROR)."
"2744","674245761.NA.4431038017",308493156,"674245761",NA,NA,"4431038017","Cash bond"
"2745","674245761.NA.4431038018",308493156,"674245761",NA,NA,"4431038018","Surety bond"
"2746","674245761.NA.4431038014",308493156,"674245761",NA,NA,"4431038014","If the defendant was ordered to <strong>remain in jail without bond</strong>, explain why."
"2747","674245762.NA.",308493156,"674245762",NA,NA,"",""
"2748","674245763.NA.4431038021",308493156,"674245763",NA,NA,"4431038021","Yes"
"2749","674245763.NA.4431038022",308493156,"674245763",NA,NA,"4431038022","No"
"2750","674245763.NA.4431038025",308493156,"674245763",NA,NA,"4431038025","N/A - no money bail was ordered."
"2751","674245763.NA.4431038026",308493156,"674245763",NA,NA,"4431038026","I'm not sure."
"2752","674245764.NA.4431038031",308493156,"674245764",NA,NA,"4431038031","Protective or stay-away order"
"2753","674245764.NA.4431038032",308493156,"674245764",NA,NA,"4431038032","Prohibition from possessing a firearm"
"2754","674245764.NA.4431038039",308493156,"674245764",NA,NA,"4431038039","Domestic violence counseling"
"2755","674245764.NA.4431038033",308493156,"674245764",NA,NA,"4431038033","Ankle monitor"
"2756","674245764.NA.4431038034",308493156,"674245764",NA,NA,"4431038034","Job or school application or enrollment"
"2757","674245764.NA.4431038035",308493156,"674245764",NA,NA,"4431038035","Mental health treatment"
"2758","674245764.NA.4431038040",308493156,"674245764",NA,NA,"4431038040","Drug test"
"2759","674245764.NA.4431038036",308493156,"674245764",NA,NA,"4431038036","Drug or alcohol program"
"2760","674245764.NA.4431038037",308493156,"674245764",NA,NA,"4431038037","NO non-financial conditions on the bond were ordered by the Court"
"2761","674245764.NA.4431038041",308493156,"674245764",NA,NA,"4431038041","I'm not sure."
"2762","674245764.NA.4431038042",308493156,"674245764",NA,NA,"4431038042","Other<em> (explain)</em>"
"2763","674245925.NA.",308493156,"674245925",NA,NA,"",""
"2764","674245926.NA.4431039286",308493156,"674245926",NA,NA,"4431039286","Yes"
"2765","674245926.NA.4431039287",308493156,"674245926",NA,NA,"4431039287","No"
"2766","674245554.NA.",308493156,"674245554",NA,NA,"",""
"2767","674245555.NA.",308493156,"674245555",NA,NA,"",""
"2768","674245556.NA.",308493156,"674245556",NA,NA,"",""
"2769","674245557.NA.4431036494",308493156,"674245557",NA,NA,"4431036494","Yes"
"2770","674245557.NA.4431036495",308493156,"674245557",NA,NA,"4431036495","No"
"2771","674245558.NA.4431036505",308493156,"674245558",NA,NA,"4431036505","Black or African American"
"2772","674245558.NA.4431036498",308493156,"674245558",NA,NA,"4431036498","Asian or Pacific Islander"
"2773","674245558.NA.4431036506",308493156,"674245558",NA,NA,"4431036506","White or Caucasian"
"2774","674245558.NA.4431036507",308493156,"674245558",NA,NA,"4431036507","Hispanic or Latinx"
"2775","674245558.NA.4431036508",308493156,"674245558",NA,NA,"4431036508","Bi-racial or Multi-racial"
"2776","674245558.NA.4431036503",308493156,"674245558",NA,NA,"4431036503","Other <em>(specify)</em>"
"2777","674245559.NA.4431036509",308493156,"674245559",NA,NA,"4431036509","Feminine-presenting"
"2778","674245559.NA.4431036510",308493156,"674245559",NA,NA,"4431036510","Masculine-presenting"
"2779","674245559.NA.4431036518",308493156,"674245559",NA,NA,"4431036518","Non-conforming or non-binary"
"2780","674245559.NA.4431036515",308493156,"674245559",NA,NA,"4431036515","Unknown or unlisted gender"
"2781","674245559.NA.4431036516",308493156,"674245559",NA,NA,"4431036516","Other <em>(specify)</em>"
"2782","674245560.NA.4431036526",308493156,"674245560",NA,NA,"4431036526","unemployed or receiving SSI"
"2783","674245560.NA.4431036527",308493156,"674245560",NA,NA,"4431036527","part-time job"
"2784","674245560.NA.4431036528",308493156,"674245560",NA,NA,"4431036528","full-time job"
"2785","674245560.NA.4431036529",308493156,"674245560",NA,NA,"4431036529","NO income information was presented."
"2786","674245560.NA.4431036525",308493156,"674245560",NA,NA,"4431036525","I'm not sure."
"2787","674245560.NA.4431036524",308493156,"674245560",NA,NA,"4431036524","Other <em>(please specify)</em>"
"2788","674245561.NA.4431036535",308493156,"674245561",NA,NA,"4431036535","The defendant is homeless."
"2789","674245561.NA.4431036536",308493156,"674245561",NA,NA,"4431036536","The defendant has a stable place to live."
"2790","674245561.NA.4431036537",308493156,"674245561",NA,NA,"4431036537","The defendant has a temporary place to stay."
"2791","674245561.NA.4431036539",308493156,"674245561",NA,NA,"4431036539","NO housing information was presented."
"2792","674245561.NA.4431036540",308493156,"674245561",NA,NA,"4431036540","I'm not sure."
"2793","674245561.NA.4431036538",308493156,"674245561",NA,NA,"4431036538","Other <em>(please explain)</em>"
"2794","674245562.NA.4431036545",308493156,"674245562",NA,NA,"4431036545","Orleans Public Defenders"
"2795","674245562.NA.4431036541",308493156,"674245562",NA,NA,"4431036541","Private attorney(s)"
"2796","674245562.NA.4431036544",308493156,"674245562",NA,NA,"4431036544","The defendant was unrepresented."
"2797","674245562.NA.4431036546",308493156,"674245562",NA,NA,"4431036546","The defendant said they intended to self-represent."
"2798","674245562.NA.4431036547",308493156,"674245562",NA,NA,"4431036547","I'm not sure."
"2799","674245563.4431036548.4431036557",308493156,"674245563","4431036548","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036557","YES, the Court mentioned the victim's response."
"2800","674245563.4431036549.4431036557",308493156,"674245563","4431036549","How frequently does s/he intimidate, threaten, or assault you?","4431036557","YES, the Court mentioned the victim's response."
"2801","674245563.4431036550.4431036557",308493156,"674245563","4431036550","Describe the time you were the most frightened or injured by him/her.","4431036557","YES, the Court mentioned the victim's response."
"2802","674245563.4431036551.4431036557",308493156,"674245563","4431036551","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036557","YES, the Court mentioned the victim's response."
"2803","674245563.4431036554.4431036557",308493156,"674245563","4431036554","Does he/she possess or have access to firearms?","4431036557","YES, the Court mentioned the victim's response."
"2804","674245563.4431036555.4431036557",308493156,"674245563","4431036555","Has he/she used firearms to threaten or control you or other people?","4431036557","YES, the Court mentioned the victim's response."
"2805","674245563.4431036556.4431036557",308493156,"674245563","4431036556","What is the type, description, and location of any firearms?","4431036557","YES, the Court mentioned the victim's response."
"2806","674245563.4431036548.4431036558",308493156,"674245563","4431036548","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036558","NO, the Court did not mention the victim's response."
"2807","674245563.4431036549.4431036558",308493156,"674245563","4431036549","How frequently does s/he intimidate, threaten, or assault you?","4431036558","NO, the Court did not mention the victim's response."
"2808","674245563.4431036550.4431036558",308493156,"674245563","4431036550","Describe the time you were the most frightened or injured by him/her.","4431036558","NO, the Court did not mention the victim's response."
"2809","674245563.4431036551.4431036558",308493156,"674245563","4431036551","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036558","NO, the Court did not mention the victim's response."
"2810","674245563.4431036554.4431036558",308493156,"674245563","4431036554","Does he/she possess or have access to firearms?","4431036558","NO, the Court did not mention the victim's response."
"2811","674245563.4431036555.4431036558",308493156,"674245563","4431036555","Has he/she used firearms to threaten or control you or other people?","4431036558","NO, the Court did not mention the victim's response."
"2812","674245563.4431036556.4431036558",308493156,"674245563","4431036556","What is the type, description, and location of any firearms?","4431036558","NO, the Court did not mention the victim's response."
"2813","674245563.4431036548.4431036559",308493156,"674245563","4431036548","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036559","N/A"
"2814","674245563.4431036549.4431036559",308493156,"674245563","4431036549","How frequently does s/he intimidate, threaten, or assault you?","4431036559","N/A"
"2815","674245563.4431036550.4431036559",308493156,"674245563","4431036550","Describe the time you were the most frightened or injured by him/her.","4431036559","N/A"
"2816","674245563.4431036551.4431036559",308493156,"674245563","4431036551","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036559","N/A"
"2817","674245563.4431036554.4431036559",308493156,"674245563","4431036554","Does he/she possess or have access to firearms?","4431036559","N/A"
"2818","674245563.4431036555.4431036559",308493156,"674245563","4431036555","Has he/she used firearms to threaten or control you or other people?","4431036559","N/A"
"2819","674245563.4431036556.4431036559",308493156,"674245563","4431036556","What is the type, description, and location of any firearms?","4431036559","N/A"
"2820","674245563.4431036548.4431036560",308493156,"674245563","4431036548","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036560","I'm not sure."
"2821","674245563.4431036549.4431036560",308493156,"674245563","4431036549","How frequently does s/he intimidate, threaten, or assault you?","4431036560","I'm not sure."
"2822","674245563.4431036550.4431036560",308493156,"674245563","4431036550","Describe the time you were the most frightened or injured by him/her.","4431036560","I'm not sure."
"2823","674245563.4431036551.4431036560",308493156,"674245563","4431036551","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036560","I'm not sure."
"2824","674245563.4431036554.4431036560",308493156,"674245563","4431036554","Does he/she possess or have access to firearms?","4431036560","I'm not sure."
"2825","674245563.4431036555.4431036560",308493156,"674245563","4431036555","Has he/she used firearms to threaten or control you or other people?","4431036560","I'm not sure."
"2826","674245563.4431036556.4431036560",308493156,"674245563","4431036556","What is the type, description, and location of any firearms?","4431036560","I'm not sure."
"2827","674245564.NA.",308493156,"674245564",NA,NA,"",""
"2828","674245565.NA.4431036573",308493156,"674245565",NA,NA,"4431036573","No"
"2829","674245565.NA.4431036574",308493156,"674245565",NA,NA,"4431036574","If YES, please write the Court's stated reason. "
"2830","674245765.NA.",308493156,"674245765",NA,NA,"",""
"2831","674245766.NA.",308493156,"674245766",NA,NA,"",""
"2832","674245767.NA.",308493156,"674245767",NA,NA,"",""
"2833","674245768.NA.",308493156,"674245768",NA,NA,"",""
"2834","674245769.NA.4431038073",308493156,"674245769",NA,NA,"4431038073","Seriousness of the alleged crime, weight of the evidence against the defendant"
"2835","674245769.NA.4431038077",308493156,"674245769",NA,NA,"4431038077","Defendant’s ability to give bail; income; employment"
"2836","674245769.NA.4431038076",308493156,"674245769",NA,NA,"4431038076","Defendant’s pretrial risk score or Pretrial Services report recommendation"
"2837","674245769.NA.4431038074",308493156,"674245769",NA,NA,"4431038074","Defendant’s previous criminal record, or whether the defendant is currently out on bail on a previous felony arrest"
"2838","674245769.NA.4431038075",308493156,"674245769",NA,NA,"4431038075","Defendant’s voluntary participation in a pretrial drug testing program; positive or negative drug test result"
"2839","674245769.NA.4431038078",308493156,"674245769",NA,NA,"4431038078","NO, the Court did not say that any of these factors applied to the defendant’s case."
"2840","674245769.NA.4431038072",308493156,"674245769",NA,NA,"4431038072","I'm not sure."
"2841","674245770.NA.4431038086",308493156,"674245770",NA,NA,"4431038086","I'm not sure. "
"2842","674245770.NA.4431038085",308493156,"674245770",NA,NA,"4431038085","The Court released the defendant on their own recognizance (ROR)."
"2843","674245770.NA.4431038087",308493156,"674245770",NA,NA,"4431038087","Cash bond"
"2844","674245770.NA.4431038088",308493156,"674245770",NA,NA,"4431038088","Surety bond"
"2845","674245770.NA.4431038084",308493156,"674245770",NA,NA,"4431038084","If the defendant was ordered to <strong>remain in jail without bond</strong>, explain why."
"2846","674245771.NA.",308493156,"674245771",NA,NA,"",""
"2847","674245772.NA.4431038091",308493156,"674245772",NA,NA,"4431038091","Yes"
"2848","674245772.NA.4431038092",308493156,"674245772",NA,NA,"4431038092","No"
"2849","674245772.NA.4431038095",308493156,"674245772",NA,NA,"4431038095","N/A - no money bail was ordered."
"2850","674245772.NA.4431038096",308493156,"674245772",NA,NA,"4431038096","I'm not sure."
"2851","674245773.NA.4431038101",308493156,"674245773",NA,NA,"4431038101","Protective or stay-away order"
"2852","674245773.NA.4431038102",308493156,"674245773",NA,NA,"4431038102","Prohibition from possessing a firearm"
"2853","674245773.NA.4431038109",308493156,"674245773",NA,NA,"4431038109","Domestic violence counseling"
"2854","674245773.NA.4431038103",308493156,"674245773",NA,NA,"4431038103","Ankle monitor"
"2855","674245773.NA.4431038104",308493156,"674245773",NA,NA,"4431038104","Job or school application or enrollment"
"2856","674245773.NA.4431038105",308493156,"674245773",NA,NA,"4431038105","Mental health treatment"
"2857","674245773.NA.4431038110",308493156,"674245773",NA,NA,"4431038110","Drug test"
"2858","674245773.NA.4431038106",308493156,"674245773",NA,NA,"4431038106","Drug or alcohol program"
"2859","674245773.NA.4431038107",308493156,"674245773",NA,NA,"4431038107","NO non-financial conditions on the bond were ordered by the Court"
"2860","674245773.NA.4431038111",308493156,"674245773",NA,NA,"4431038111","I'm not sure."
"2861","674245773.NA.4431038112",308493156,"674245773",NA,NA,"4431038112","Other<em> (explain)</em>"
"2862","674245927.NA.",308493156,"674245927",NA,NA,"",""
"2863","674245928.NA.4431039297",308493156,"674245928",NA,NA,"4431039297","Yes"
"2864","674245928.NA.4431039298",308493156,"674245928",NA,NA,"4431039298","No"
"2865","674245566.NA.",308493156,"674245566",NA,NA,"",""
"2866","674245567.NA.",308493156,"674245567",NA,NA,"",""
"2867","674245568.NA.",308493156,"674245568",NA,NA,"",""
"2868","674245569.NA.4431036583",308493156,"674245569",NA,NA,"4431036583","Yes"
"2869","674245569.NA.4431036584",308493156,"674245569",NA,NA,"4431036584","No"
"2870","674245570.NA.4431036594",308493156,"674245570",NA,NA,"4431036594","Black or African American"
"2871","674245570.NA.4431036587",308493156,"674245570",NA,NA,"4431036587","Asian or Pacific Islander"
"2872","674245570.NA.4431036595",308493156,"674245570",NA,NA,"4431036595","White or Caucasian"
"2873","674245570.NA.4431036596",308493156,"674245570",NA,NA,"4431036596","Hispanic or Latinx"
"2874","674245570.NA.4431036597",308493156,"674245570",NA,NA,"4431036597","Bi-racial or Multi-racial"
"2875","674245570.NA.4431036592",308493156,"674245570",NA,NA,"4431036592","Other <em>(specify)</em>"
"2876","674245571.NA.4431036598",308493156,"674245571",NA,NA,"4431036598","Feminine-presenting"
"2877","674245571.NA.4431036599",308493156,"674245571",NA,NA,"4431036599","Masculine-presenting"
"2878","674245571.NA.4431036607",308493156,"674245571",NA,NA,"4431036607","Non-conforming or non-binary"
"2879","674245571.NA.4431036604",308493156,"674245571",NA,NA,"4431036604","Unknown or unlisted gender"
"2880","674245571.NA.4431036605",308493156,"674245571",NA,NA,"4431036605","Other <em>(specify)</em>"
"2881","674245572.NA.4431036615",308493156,"674245572",NA,NA,"4431036615","unemployed or receiving SSI"
"2882","674245572.NA.4431036616",308493156,"674245572",NA,NA,"4431036616","part-time job"
"2883","674245572.NA.4431036617",308493156,"674245572",NA,NA,"4431036617","full-time job"
"2884","674245572.NA.4431036618",308493156,"674245572",NA,NA,"4431036618","NO income information was presented."
"2885","674245572.NA.4431036614",308493156,"674245572",NA,NA,"4431036614","I'm not sure."
"2886","674245572.NA.4431036613",308493156,"674245572",NA,NA,"4431036613","Other <em>(please specify)</em>"
"2887","674245573.NA.4431036624",308493156,"674245573",NA,NA,"4431036624","The defendant is homeless."
"2888","674245573.NA.4431036625",308493156,"674245573",NA,NA,"4431036625","The defendant has a stable place to live."
"2889","674245573.NA.4431036626",308493156,"674245573",NA,NA,"4431036626","The defendant has a temporary place to stay."
"2890","674245573.NA.4431036628",308493156,"674245573",NA,NA,"4431036628","NO housing information was presented."
"2891","674245573.NA.4431036629",308493156,"674245573",NA,NA,"4431036629","I'm not sure."
"2892","674245573.NA.4431036627",308493156,"674245573",NA,NA,"4431036627","Other <em>(please explain)</em>"
"2893","674245574.NA.4431036634",308493156,"674245574",NA,NA,"4431036634","Orleans Public Defenders"
"2894","674245574.NA.4431036630",308493156,"674245574",NA,NA,"4431036630","Private attorney(s)"
"2895","674245574.NA.4431036633",308493156,"674245574",NA,NA,"4431036633","The defendant was unrepresented."
"2896","674245574.NA.4431036635",308493156,"674245574",NA,NA,"4431036635","The defendant said they intended to self-represent."
"2897","674245574.NA.4431036636",308493156,"674245574",NA,NA,"4431036636","I'm not sure."
"2898","674245575.4431036637.4431036646",308493156,"674245575","4431036637","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036646","YES, the Court mentioned the victim's response."
"2899","674245575.4431036638.4431036646",308493156,"674245575","4431036638","How frequently does s/he intimidate, threaten, or assault you?","4431036646","YES, the Court mentioned the victim's response."
"2900","674245575.4431036639.4431036646",308493156,"674245575","4431036639","Describe the time you were the most frightened or injured by him/her.","4431036646","YES, the Court mentioned the victim's response."
"2901","674245575.4431036640.4431036646",308493156,"674245575","4431036640","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036646","YES, the Court mentioned the victim's response."
"2902","674245575.4431036643.4431036646",308493156,"674245575","4431036643","Does he/she possess or have access to firearms?","4431036646","YES, the Court mentioned the victim's response."
"2903","674245575.4431036644.4431036646",308493156,"674245575","4431036644","Has he/she used firearms to threaten or control you or other people?","4431036646","YES, the Court mentioned the victim's response."
"2904","674245575.4431036645.4431036646",308493156,"674245575","4431036645","What is the type, description, and location of any firearms?","4431036646","YES, the Court mentioned the victim's response."
"2905","674245575.4431036637.4431036647",308493156,"674245575","4431036637","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036647","NO, the Court did not mention the victim's response."
"2906","674245575.4431036638.4431036647",308493156,"674245575","4431036638","How frequently does s/he intimidate, threaten, or assault you?","4431036647","NO, the Court did not mention the victim's response."
"2907","674245575.4431036639.4431036647",308493156,"674245575","4431036639","Describe the time you were the most frightened or injured by him/her.","4431036647","NO, the Court did not mention the victim's response."
"2908","674245575.4431036640.4431036647",308493156,"674245575","4431036640","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036647","NO, the Court did not mention the victim's response."
"2909","674245575.4431036643.4431036647",308493156,"674245575","4431036643","Does he/she possess or have access to firearms?","4431036647","NO, the Court did not mention the victim's response."
"2910","674245575.4431036644.4431036647",308493156,"674245575","4431036644","Has he/she used firearms to threaten or control you or other people?","4431036647","NO, the Court did not mention the victim's response."
"2911","674245575.4431036645.4431036647",308493156,"674245575","4431036645","What is the type, description, and location of any firearms?","4431036647","NO, the Court did not mention the victim's response."
"2912","674245575.4431036637.4431036648",308493156,"674245575","4431036637","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036648","N/A"
"2913","674245575.4431036638.4431036648",308493156,"674245575","4431036638","How frequently does s/he intimidate, threaten, or assault you?","4431036648","N/A"
"2914","674245575.4431036639.4431036648",308493156,"674245575","4431036639","Describe the time you were the most frightened or injured by him/her.","4431036648","N/A"
"2915","674245575.4431036640.4431036648",308493156,"674245575","4431036640","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036648","N/A"
"2916","674245575.4431036643.4431036648",308493156,"674245575","4431036643","Does he/she possess or have access to firearms?","4431036648","N/A"
"2917","674245575.4431036644.4431036648",308493156,"674245575","4431036644","Has he/she used firearms to threaten or control you or other people?","4431036648","N/A"
"2918","674245575.4431036645.4431036648",308493156,"674245575","4431036645","What is the type, description, and location of any firearms?","4431036648","N/A"
"2919","674245575.4431036637.4431036649",308493156,"674245575","4431036637","Do you think s/he will seriously injure or kill you, your children, or someone else?","4431036649","I'm not sure."
"2920","674245575.4431036638.4431036649",308493156,"674245575","4431036638","How frequently does s/he intimidate, threaten, or assault you?","4431036649","I'm not sure."
"2921","674245575.4431036639.4431036649",308493156,"674245575","4431036639","Describe the time you were the most frightened or injured by him/her.","4431036649","I'm not sure."
"2922","674245575.4431036640.4431036649",308493156,"674245575","4431036640","Have you ever been threatened or intimidated by the defendant for seeking help or attempting to seek help from law enforcement, the courts, or others?","4431036649","I'm not sure."
"2923","674245575.4431036643.4431036649",308493156,"674245575","4431036643","Does he/she possess or have access to firearms?","4431036649","I'm not sure."
"2924","674245575.4431036644.4431036649",308493156,"674245575","4431036644","Has he/she used firearms to threaten or control you or other people?","4431036649","I'm not sure."
"2925","674245575.4431036645.4431036649",308493156,"674245575","4431036645","What is the type, description, and location of any firearms?","4431036649","I'm not sure."
"2926","674245576.NA.",308493156,"674245576",NA,NA,"",""
"2927","674245577.NA.4431036662",308493156,"674245577",NA,NA,"4431036662","No"
"2928","674245577.NA.4431036663",308493156,"674245577",NA,NA,"4431036663","If YES, please write the Court's stated reason. "
"2929","674245774.NA.",308493156,"674245774",NA,NA,"",""
"2930","674245775.NA.",308493156,"674245775",NA,NA,"",""
"2931","674245776.NA.",308493156,"674245776",NA,NA,"",""
"2932","674245777.NA.",308493156,"674245777",NA,NA,"",""
"2933","674245778.NA.4431038143",308493156,"674245778",NA,NA,"4431038143","Seriousness of the alleged crime, weight of the evidence against the defendant"
"2934","674245778.NA.4431038147",308493156,"674245778",NA,NA,"4431038147","Defendant’s ability to give bail; income; employment"
"2935","674245778.NA.4431038146",308493156,"674245778",NA,NA,"4431038146","Defendant’s pretrial risk score or Pretrial Services report recommendation"
"2936","674245778.NA.4431038144",308493156,"674245778",NA,NA,"4431038144","Defendant’s previous criminal record, or whether the defendant is currently out on bail on a previous felony arrest"
"2937","674245778.NA.4431038145",308493156,"674245778",NA,NA,"4431038145","Defendant’s voluntary participation in a pretrial drug testing program; positive or negative drug test result"
"2938","674245778.NA.4431038148",308493156,"674245778",NA,NA,"4431038148","NO, the Court did not say that any of these factors applied to the defendant’s case."
"2939","674245778.NA.4431038142",308493156,"674245778",NA,NA,"4431038142","I'm not sure."
"2940","674245779.NA.4431038156",308493156,"674245779",NA,NA,"4431038156","I'm not sure. "
"2941","674245779.NA.4431038155",308493156,"674245779",NA,NA,"4431038155","The Court released the defendant on their own recognizance (ROR)."
"2942","674245779.NA.4431038157",308493156,"674245779",NA,NA,"4431038157","Cash bond"
"2943","674245779.NA.4431038158",308493156,"674245779",NA,NA,"4431038158","Surety bond"
"2944","674245779.NA.4431038154",308493156,"674245779",NA,NA,"4431038154","If the defendant was ordered to <strong>remain in jail without bond</strong>, explain why."
"2945","674245780.NA.",308493156,"674245780",NA,NA,"",""
"2946","674245781.NA.4431038161",308493156,"674245781",NA,NA,"4431038161","Yes"
"2947","674245781.NA.4431038162",308493156,"674245781",NA,NA,"4431038162","No"
"2948","674245781.NA.4431038165",308493156,"674245781",NA,NA,"4431038165","N/A - no money bail was ordered."
"2949","674245781.NA.4431038166",308493156,"674245781",NA,NA,"4431038166","I'm not sure."
"2950","674245782.NA.4431038171",308493156,"674245782",NA,NA,"4431038171","Protective or stay-away order"
"2951","674245782.NA.4431038172",308493156,"674245782",NA,NA,"4431038172","Prohibition from possessing a firearm"
"2952","674245782.NA.4431038179",308493156,"674245782",NA,NA,"4431038179","Domestic violence counseling"
"2953","674245782.NA.4431038173",308493156,"674245782",NA,NA,"4431038173","Ankle monitor"
"2954","674245782.NA.4431038174",308493156,"674245782",NA,NA,"4431038174","Job or school application or enrollment"
"2955","674245782.NA.4431038175",308493156,"674245782",NA,NA,"4431038175","Mental health treatment"
"2956","674245782.NA.4431038180",308493156,"674245782",NA,NA,"4431038180","Drug test"
"2957","674245782.NA.4431038176",308493156,"674245782",NA,NA,"4431038176","Drug or alcohol program"
"2958","674245782.NA.4431038177",308493156,"674245782",NA,NA,"4431038177","NO non-financial conditions on the bond were ordered by the Court"
"2959","674245782.NA.4431038181",308493156,"674245782",NA,NA,"4431038181","I'm not sure."
"2960","674245782.NA.4431038182",308493156,"674245782",NA,NA,"4431038182","Other<em> (explain)</em>"
"2961","674245929.NA.",308493156,"674245929",NA,NA,"",""
"2962","674245930.NA.4431039308",308493156,"674245930",NA,NA,"4431039308","Yes"
"2963","674245930.NA.4431039309",308493156,"674245930",NA,NA,"4431039309","No"
"2964","674245578.NA.",308493156,"674245578",NA,NA,"",""
"2965","674245579.NA.",308493156,"674245579",NA,NA,"",""
"2966","674245580.NA.",308493156,"674245580",NA,NA,"",""
