"","question.id","question.text","question.type","question.subtype","survey.id"
"2698","590308696","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2699","590308697","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2700","590308740","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2701","590308741","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2702","590308742","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2703","590308743","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2704","590308744","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2705","590308745","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2706","590308746","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2707","590308747","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2708","590308748","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2709","590308766","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2710","590308767","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2711","590308768","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2712","590308769","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2713","590308770","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2714","590308771","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2715","590308772","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2716","590308773","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2717","590308774","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2718","590308836","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2719","590308837","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2720","590308838","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2721","590308839","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2722","590308840","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2723","590308841","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2724","590308842","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2725","590308843","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2726","590308844","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2727","590308870","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2728","590308871","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2729","590308872","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2730","590308873","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2731","590308874","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2732","590308875","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2733","590308876","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2734","590308877","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2735","590308878","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2736","590308918","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2737","590308919","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2738","590308920","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2739","590308921","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2740","590308922","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2741","590308923","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2742","590308924","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2743","590308925","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2744","590308926","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2745","590308949","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2746","590308950","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2747","590308951","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2748","590308952","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2749","590308953","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2750","590308954","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2751","590308955","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2752","590308956","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2753","590308957","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2754","590309003","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2755","590309004","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2756","590309005","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2757","590309006","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2758","590309007","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2759","590309008","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2760","590309009","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2761","590309010","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2762","590309011","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2763","590309039","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2764","590309040","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2765","590309041","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2766","590309042","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2767","590309043","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2768","590309044","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2769","590309045","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2770","590309046","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2771","590309047","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2772","590309086","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2773","590309087","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2774","590309088","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2775","590309089","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2776","590309090","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2777","590309091","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2778","590309092","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2779","590309093","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2780","590309094","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2781","590309120","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2782","590309121","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2783","590309122","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2784","590309123","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2785","590309124","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2786","590309125","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2787","590309126","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2788","590309127","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2789","590309128","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2790","590309737","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2791","590309738","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2792","590309739","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2793","590309740","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2794","590309741","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2795","590309742","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2796","590309743","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2797","590309745","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2798","590309746","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2799","590309785","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2800","590309786","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2801","590309787","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2802","590309788","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2803","590309789","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2804","590309790","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2805","590309791","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2806","590309792","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2807","590309794","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2808","590309828","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2809","590309829","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2810","590309830","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2811","590309831","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2812","590309832","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2813","590309833","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2814","590309834","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2815","590309835","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2816","590309836","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2817","590309888","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2818","590309889","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2819","590309890","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2820","590309891","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2821","590309892","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2822","590309893","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2823","590309894","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2824","590309895","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2825","590309896","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2826","590309918","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2827","590309919","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2828","590309920","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2829","590309921","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2830","590309922","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2831","590309923","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2832","590309924","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2833","590309925","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2834","590309926","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2835","590309971","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2836","590309972","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2837","590309973","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2838","590309974","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2839","590309975","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2840","590309976","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2841","590309977","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2842","590309978","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2843","590309979","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2844","590310429","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2845","590310430","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2846","590310431","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2847","590310432","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2848","590310433","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2849","590310434","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2850","590310435","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2851","590310436","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2852","590310437","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2853","590310483","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2854","590310484","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2855","590310485","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2856","590310486","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2857","590310487","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2858","590310488","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2859","590310489","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2860","590310490","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2861","590310491","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2862","590310557","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2863","590310558","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2864","590310560","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2865","590310561","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2866","590310563","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2867","590310564","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2868","590310565","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2869","590310566","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2870","590310567","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2871","590310609","B16. What total bond amount did the prosecutor request? <span><em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is requested. You may write ""N/A"" or ""I'm not sure."") </em></span>","open_ended","single",298730505
"2872","590310610","B17.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant may or may not appear for future court proceedings.","open_ended","essay",298730505
"2873","590310611","B18.  List all evidence cited by the Court, prosecution, and defense to support a finding that the defendant poses or does not pose an imminent danger to another person or the community.","open_ended","essay",298730505
"2874","590310612","B19. What kind of bond did the Court order?","single_choice","vertical",298730505
"2875","590310613","B20. How much <span style=""text-decoration: underline;"">total</span> bail amount did the Court set for the defendant’s charges? <em>(If multiple charges, add all bail amounts together. Write $0 if no money bail is ordered.)</em>","open_ended","single",298730505
"2876","590310614","B21.  Did the Court ask if the defendant could afford the bond?","single_choice","vertical",298730505
"2877","590310615","B22. What non-financial conditions did the Court order on the bond? <span><em>(check all that apply)</em></span>","multiple_choice","vertical",298730505
"2878","590310616","B23. If the defendant was assessed fines or fees, did the Judge ask whether the defendant could afford them? How much were the fines and fees total?","single_choice","vertical",298730505
"2879","590310617","B24. If the Judge ordered community service instead of fines and fees or jail time, how many hours of community service did the Judge order, and what was the amount of fines and fees or jail time? <em>(You may write ""N/A."")</em>","open_ended","multi",298730505
"2880","590310918","B25. Write any comments about this first appearance, including any other commentary the Court made when making bond determination. <em>(optional)</em>","open_ended","essay",298730505
"2881","590310919","Did you observe additional first appearances during this court session?","single_choice","vertical",298730505
"2882","590310957","B25. Write any comments about this first appearance, including any other commentary the Court made when making bond determination. <em>(optional)</em>","open_ended","essay",298730505
"2883","590310958","Did you observe additional first appearances during this court session?","single_choice","vertical",298730505
"2884","590310984","B25. Write any comments about this first appearance, including any other commentary the Court made when making bond determination. <em>(optional)</em>","open_ended","essay",298730505
"2885","590310985","Did you observe additional first appearances during this court session?","single_choice","vertical",298730505
"2886","590311025","B25. Write any comments about this first appearance, including any other commentary the Court made when making bond determination. <em>(optional)</em>","open_ended","essay",298730505
"2887","590311026","Did you observe additional first appearances during this court session?","single_choice","vertical",298730505
"2888","590311091","B25. Write any comments about this first appearance, including any other commentary the Court made when making bond determination. <em>(optional)</em>","open_ended","essay",298730505
"2889","590311092","Did you observe additional first appearances during this court session?","single_choice","vertical",298730505
"2890","590311176","B25. Write any comments about this first appearance, including any other commentary the Court made when making bond determination. <em>(optional)</em>","open_ended","essay",298730505
"2891","590311177","Did you observe additional first appearances during this court session?","single_choice","vertical",298730505
"2892","590311215","B25. Write any comments about this first appearance, including any other commentary the Court made when making bond determination. <em>(optional)</em>","open_ended","essay",298730505
"2893","590311216","Did you observe additional first appearances during this court session?","single_choice","vertical",298730505
